
TRAIN,gs://thermal_unibague/Yesid/imagenes_sin_etiquetar/20200527_170759_983-2021-03-12T02:10:35.905Z.jpg,hoja,0.82536066,0.5802969,0.88762337,0.5802969,0.88762337,0.61403507,0.82536066,0.61403507
TRAIN,gs://thermal_unibague/Yesid/imagenes_sin_etiquetar/20200527_170759_983-2021-03-12T02:10:35.905Z.jpg,espiga,0.3720577,0.71390015,0.40318906,0.71390015,0.40318906,0.7611336,0.3720577,0.7611336
TRAIN,gs://thermal_unibague/Yesid/imagenes_sin_etiquetar/20200527_170759_983-2021-03-12T02:10:35.905Z.jpg,espiga,0.7274108,0.8690958,0.7448747,0.8690958,0.7448747,0.9568151,0.7274108,0.9568151
TRAIN,gs://thermal_unibague/Yesid/imagenes_sin_etiquetar/20200527_170759_983-2021-03-12T02:10:35.905Z.jpg,otro,0.9422931,0.114709854,0.96127564,0.114709854,0.96127564,0.1322537,0.9422931,0.1322537
TRAIN,gs://thermal_unibague/Yesid/imagenes_sin_etiquetar/20200527_170759_983-2021-03-12T02:10:35.905Z.jpg,espiga,0.40015185,0.7381916,0.4252088,0.7381916,0.4252088,0.8016194,0.40015185,0.8016194
TRAIN,gs://thermal_unibague/Yesid/imagenes_sin_etiquetar/20200527_170759_983-2021-03-12T02:10:35.905Z.jpg,hoja,0.5876993,0.46153846,0.6340167,0.46153846,0.6340167,0.48448044,0.5876993,0.48448044
TRAIN,gs://thermal_unibague/Yesid/imagenes_sin_etiquetar/20200527_170759_983-2021-03-12T02:10:35.905Z.jpg,hoja,0.32118452,0.0026990552,0.3690205,0.0026990552,0.3690205,0.060728744,0.32118452,0.060728744
TRAIN,gs://thermal_unibague/Yesid/imagenes_sin_etiquetar/20200527_170759_983-2021-03-12T02:10:35.905Z.jpg,espiga,0.22475323,0.03508772,0.2604404,0.03508772,0.2604404,0.091767885,0.22475323,0.091767885
TRAIN,gs://thermal_unibague/Yesid/imagenes_sin_etiquetar/20200527_170759_983-2021-03-12T02:10:35.905Z.jpg,hoja,0.60364467,0.3319838,0.6416097,0.3319838,0.6416097,0.4534413,0.60364467,0.4534413
TRAIN,gs://thermal_unibague/Yesid/imagenes_sin_etiquetar/20200527_170759_983-2021-03-12T02:10:35.905Z.jpg,otro,0.6074411,0.0026990552,0.6317388,0.0026990552,0.6317388,0.041835357,0.6074411,0.041835357
TRAIN,gs://thermal_unibague/Yesid/imagenes_sin_etiquetar/20200527_170759_983-2021-03-12T02:10:35.905Z.jpg,espiga,0.1078208,0.34952766,0.1548975,0.34952766,0.1548975,0.37786776,0.1078208,0.37786776
TRAIN,gs://thermal_unibague/Yesid/imagenes_sin_etiquetar/20200527_170759_983-2021-03-12T02:10:35.905Z.jpg,espiga,0.7425968,0.3211876,0.7752468,0.3211876,0.7752468,0.36437246,0.7425968,0.36437246
TRAIN,gs://thermal_unibague/Yesid/imagenes_sin_etiquetar/20200527_170759_983-2021-03-12T02:10:35.905Z.jpg,hoja,0.76537585,0.0013495276,0.79498863,0.0013495276,0.79498863,0.032388665,0.76537585,0.032388665
